0.0,20.0
-0.0625,22.0
-0.039473684210526314,19.0
-0.0125,10.0
-0.005952380952380952,21.0
0.025,5.0
0.0,3.0
0.005208333333333333,24.0
0.0,6.0
0.0,5.0
0.08928571428571429,7.0
-0.05,5.0
-0.023809523809523808,21.0
-0.016666666666666666,15.0
-0.021739130434782608,23.0
-0.0375,20.0
-0.1118421052631579,19.0
0.0,4.0
0.0,12.0
-0.0625,12.0
-0.08653846153846154,13.0
0.00625,20.0
-0.05,10.0
-0.08333333333333333,9.0
0.0,5.0
-0.045454545454545456,11.0
-0.038461538461538464,13.0
0.0,5.0
0.006578947368421052,19.0
0.0,13.0
-0.03333333333333333,15.0
-0.044642857142857144,28.0
0.0,23.0
-0.057692307692307696,13.0
-0.025,10.0
-0.05803571428571429,28.0
-0.09523809523809523,21.0
0.0,10.0
-0.019736842105263157,19.0
-0.05113636363636364,22.0
-0.015625,16.0
-0.005952380952380952,21.0
-0.08125,20.0
-0.039473684210526314,19.0
0.0,20.0
0.0,19.0
-0.057692307692307696,26.0
0.0,13.0
0.0,9.0
-0.019230769230769232,13.0
-0.025,15.0
-0.010416666666666666,24.0
0.011363636363636364,11.0
-0.013157894736842105,19.0
-0.0625,4.0
-0.023148148148148147,27.0
-0.041666666666666664,6.0
-0.034482758620689655,29.0
0.0,3.0
-0.035,25.0
-0.05263157894736842,19.0
0.0,7.0
0.0,8.0
-0.014705882352941176,17.0
-0.058333333333333334,15.0
-0.1130952380952381,21.0
0.0,5.0
-0.013888888888888888,18.0
0.0,7.0
-0.027777777777777776,9.0
-0.02586206896551724,29.0
-0.03804347826086957,23.0
-0.017857142857142856,14.0
-0.03260869565217391,23.0
0.0,9.0
-0.0625,8.0
-0.05434782608695652,23.0
-0.041666666666666664,6.0
-0.109375,8.0
-0.01875,20.0
-0.017857142857142856,14.0
-0.013888888888888888,18.0
0.0,3.0
0.0,5.0
-0.025,10.0
-0.09090909090909091,22.0
0.0,10.0
-0.020833333333333332,24.0
0.017857142857142856,7.0
0.0,17.0
-0.013888888888888888,18.0
0.0,8.0
-0.21875,4.0
-0.03365384615384615,26.0
0.0,27.0
-0.171875,8.0
-0.005681818181818182,22.0
-0.16911764705882354,17.0
-0.020833333333333332,12.0
-0.1118421052631579,19.0
0.0,21.0
-0.010869565217391304,23.0
0.0,6.0
0.0,2.0
-0.07954545454545454,11.0
-0.02631578947368421,19.0
-0.034722222222222224,18.0
-0.05357142857142857,21.0
0.0,3.0
-0.02631578947368421,19.0
-0.041666666666666664,6.0
0.0,11.0
-0.016666666666666666,15.0
-0.011904761904761904,21.0
0.0,5.0
-0.02403846153846154,26.0
-0.03409090909090909,11.0
0.0,5.0
0.0,7.0
-0.02,25.0
